序号,简体,拼音,繁体,笔画,五行,姓氏
3614,嘛,ma,嘛,14,水,否
3615,埋,mai,埋,10,土,否
3616,霾,mai,霾,22,水,否
3617,买,mai,買,12,水,是
3618,荬,mai,蕒,12,木,否
3619,劢,mai,勱,15,水,否
3620,迈,mai,邁,20,水,否
3621,麦,mai,麥,11,水,是
3622,卖,mai,賣,15,水,否
3623,脉,mai、mo,脉,11,水,否
3624,颟,man,顢,20,水,否
3625,蛮,man,蠻,25,水,是
3626,馒,man,饅,20,水,否
3627,樠,man,樠,14,木,是
3628,瞒,man,瞞,16,水,是
3629,鞔,mai,鞔,15,水,否
3630,鳗,man,鰻,22,水,否
3631,满,man,滿,15,水,是
3632,螨,mai,蟎,16,水,否
3633,曼,man,曼,11,水,是
3634,谩,man,謾,18,水,否
3635,墁,man,墁,14,土,否
3636,幔,man,幔,14,水,否
3637,慢,man,慢,15,水,否
3638,漫,man,漫,15,水,否
3639,缦,man,縵,17,水,否
3640,蔓,man,蔓,17,木,是
3641,熳,man,熳,15,火,否
3642,镘,man,鏝,19,金,否
3643,邙,mang,邙,10,水,是
3644,忙,mang,忙,7,水,是
3645,芒,mang,芒,9,木,是
3646,尨,pang,尨,7,水,是
3647,盲,mang,盲,8,水,否
3648,茫,mang,茫,12,水,是
3649,硭,mang,硭,11,土,否
3650,莽,mang,莽,13,木,是
3651,漭,mang,漭,15,水,否
3652,蟒,mang,蟒,17,水,是
3653,猫,mao,貓,15,水,否
3654,毛,mao,毛,4,水,是
3655,矛,mao,矛,5,水,否
3656,牦,mao,犛,8,水,否
3657,茅,mao,茅,11,木,是
3658,旄,mao,旄,10,水,是
3659,蛑,mou,蛑,12,水,否
3660,锚,mao,錨,19,金,否
3661,髦,mao,髦,14,水,是
3662,蝥,mao,蝥,15,水,否
3663,蟊,mao,蟊,17,水,否
3664,卯,mao,夘,5,木,是
3665,峁,mao,峁,8,土,否
3666,泖,mao,泖,9,水,否
3667,茆,mao,茆,11,木,否
3668,昴,mao,昴,9,水,否
3669,铆,mao,鉚,13,金,否
3670,茂,mao,茂,11,木,否
3671,冒,mao,冐,9,水,是
3672,贸,mao,貿,12,水,是
3673,耄,mao,耄,10,火,否
3674,袤,mao,袤,11,水,否
3675,帽,mao,帽,12,水,否
3676,鄚,mao,鄚,18,水,是
3677,瑁,mao,瑁,14,水,否
3678,瞀,mao,瞀,14,水,是
3679,貌,mao,皃,15,水,是
3680,懋,mao,懋,17,木,否
3681,么,me,麽,14,水,否
3682,没,mei、mo,没,8,水,是
3683,枚,mei,枚,8,木,是
3684,玫,mei,玫,9,水,否
3685,眉,mei,眉,9,水,是
3686,莓,mei,莓,13,木,否
3687,梅,mei,楳,11,木,是
3688,媒,mei,媒,12,水,是
3689,嵋,mei,嵋,12,土,否
3690,湄,mei,湄,13,水,否
3691,猸,mei,猸,13,水,否
3692,楣,mei,楣,13,木,否
3693,煤,mei,煤,13,火,否
3694,酶,mei,酶,14,水,否
3695,镅,mei,鎇,17,金,否
3696,鹛,mei,鶥,20,水,否
3697,霉,mei,霉,15,水,否
3698,每,mei,每,7,水,否
3699,美,mei,美,9,水,是
3700,浼,mei,浼,11,水,否
3701,渼,mei,渼,13,水,是
3702,镁,mei,鎂,17,金,否
3703,妹,mei,妹,8,水,否
3704,昧,mei,昧,9,水,否
3705,媚,mei,媚,12,水,否
3706,寐,mei,寐,12,水,否
3707,魅,mei,鬽,15,水,否
3708,门,men,門,8,水,是
3709,扪,men,捫,12,水,否
3710,钔,men,鍆,16,金,否
3711,闷,men,悶,12,水,是
3712,焖,men,燜,16,火,否
3713,懑,men,懣,19,水,否
3714,们,men,們,10,水,是
3715,氓,meng、mang,氓,8,水,否
3716,虻,meng,蝱,9,水,否
3717,萌,meng,萌,14,木,否
3718,盟,meng,盟,13,水,否
3719,甍,meng,甍,17,木,否
3720,瞢,meng,瞢,18,木,否
3721,朦,meng,朦,18,水,否
3722,檬,meng,檬,20,木,否
3723,礞,meng,礞,21,土,否
3724,艨,meng,艨,22,水,否
3725,勐,meng,勐,10,水,否
3726,猛,meng,猛,12,水,是
3727,蒙,meng,蒙,16,水,是
3728,锰,meng,錳,16,金,否
3729,艋,meng,艋,14,水,否
3730,蜢,meng,蜢,14,水,否
3731,懵,meng,懵,19,水,否
3732,蠓,meng,蠓,19,水,否
3733,孟,meng,孟,8,水,是
3734,梦,meng,夢,16,木,是
3735,咪,mi,咪,9,水,否
3736,弥,mi,彌,17,水,是
3737,祢,mi,禰,19,水,是
3738,迷,mi,迷,13,水,是
3739,猕,mi,獼,21,水,否
3740,谜,mi、mei,謎,17,水,否
3741,醚,mi,醚,16,水,否
3742,糜,mi,蘪,17,水,是
3743,縻,mi,縻,17,金,是
3744,麋,mi,麋,17,火,是
3745,靡,mi,靡,19,水,是
3746,蘼,mi,蘼,25,水,否
3747,米,mi,米,6,水,是
3748,芈,mi,芈,7,水,是
3749,弭,mi,弭,9,水,是
3750,洣,mi,洣,10,水,是
3751,敉,mi,敉,10,水,否
3752,脒,mi,脒,12,水,否
3753,眯,mi,瞇,11,水,否
3754,糸,mi,糸,6,水,否
3755,汨,mi,汨,8,水,否
3756,宓,mi、fu,宓,8,水,是
3757,泌,mi、bi,泌,9,水,是
3758,觅,mi,覓,11,水,否
3759,秘,mi,秘,10,水,是
3760,密,mi,密,11,水,是
3761,幂,mi,幂,12,水,否
3762,谧,mi,謐,17,水,否
3763,嘧,mi,嘧,14,水,否
3764,蜜,mi,蜜,14,水,是
3765,眠,mian,瞑,10,水,否
3766,绵,mian,綿,14,水,是
3767,棉,mian,棉,12,木,否
3768,免,mian,免,7,火,是
3769,沔,mian,沔,9,水,否
3770,黾,min、meng,黽,12,水,否
3771,勉,mian,勉,9,水,是
3772,眄,mian,眄,10,水,否
3773,娩,mian,娩,13,木,否
3774,冕,mian,冕,11,水,是
3775,湎,mian,湎,19,水,否
3776,缅,mian,緬,15,水,是
3777,腼,mian,靦,21,水,否
3778,面,mian,靣,15,木,否
3779,喵,miao,喵,11,水,否
3780,苗,miao,苗,11,水,是
3781,描,miao,描,12,水,否
3782,瞄,miao,瞄,14,水,否
3783,鹋,miao,鶓,19,水,否
3784,杪,miao,杪,8,木,否
3785,眇,miao,眇,9,水,否
3786,秒,miao,秒,9,水,否
3787,淼,miao,淼,12,水,否
3788,渺,miao,渺,13,水,否
3789,缈,miao,緲,15,水,否
3790,藐,miao,藐,20,木,否
3791,邈,miao,邈,21,水,是
3792,妙,miao,玅,7,水,否
3793,庙,miao,廟,15,水,是
3794,乜,mie,乜,2,水,是
3795,咩,mie,哶,9,水,是
3796,灭,mie,滅,14,水,否
3797,蔑,mie,蔑,17,木,是
3798,篾,mie,篾,17,木,否
3799,蠛,mie,蠛,20,水,否
3800,民,min,民,5,水,是
3801,岷,min,岷,8,土,否
3802,旻,min,旻,8,火,否
3803,苠,min,苠,11,木,否
3804,珉,min,珉,10,水,否
3805,缗,min,緡,15,水,否
3806,皿,min,皿,5,水,否
3807,闵,min,閔,12,水,是
3808,抿,min,抿,9,水,否
3809,泯,min,泯,9,水,否
3810,闽,min,閩,14,水,否
3811,悯,min,憫,16,水,否
3812,敏,min,敏,11,水,否
3813,湣,min,湣,13,水,是
3814,愍,min,愍,13,水,否
3815,鳘,min,鰵,22,水,否
3816,名,ming,名,6,水,是
3817,明,ming,明,8,水,是
3818,鸣,ming,鳴,14,水,是
3819,茗,ming,茗,12,木,否
3820,冥,ming,冥,14,水,是
3821,铭,ming,銘,14,金,否
3822,鄍,ming,鄍,18,水,是
3823,溟,ming,溟,14,水,否
3824,暝,ming,暝,14,水,是
3825,瞑,ming,瞑,15,水,否
3826,螟,ming,螟,16,水,否
3827,酩,ming,酩,13,水,否
3828,命,ming,命,8,水,是
3829,谬,miu,謬,18,火,是
3830,缪,miu,繆,17,火,是
3831,摸,mo,摸,15,水,是
3832,谟,mo,謨,18,水,否
3833,嫫,mo,嫫,14,水,否
3834,馍,mo,饃,18,水,否
3835,摹,mo,摹,17,水,否
3836,模,mo,模,15,木,否
3837,膜,mo,膜,17,水,否
3838,麽,mo,麽,14,水,否
3839,摩,mo,摩,15,水,否
3840,磨,mo,磨,16,土,否
3841,蘑,mo,蘑,22,木,否
3842,魔,mo,魔,20,水,否
3843,抹,ma,抹,9,水,否
3844,末,mo,末,5,水,是
3845,殁,mo,殁,8,水,否
3846,沫,mo,沫,8,水,否
3847,茉,mo,茉,11,木,否
3848,陌,mo,陌,14,水,否
3849,秣,mo,秣,10,水,是
3850,莫,mo,莫,13,水,是
3851,寞,mo,寞,14,水,否
3852,漠,mo,漠,15,水,否
3853,蓦,mo,驀,23,木,否
3854,貊,mo,貊,13,水,是
3855,墨,mo,墨,15,水,是
3856,瘼,mo,瘼,16,水,否
3857,镆,mo,鏌,19,金,否
3858,默,mo,嘿,16,水,否
3859,貘,mo,貘,18,水,否
3860,耱,mo,耱,22,水,否
3861,哞,mou,哞,9,水,否
3862,牟,mou,牟,6,水,是
3863,侔,mou,侔,8,水,是
3864,眸,mou,眸,11,水,否
3865,谋,mou,謀,16,水,是
3866,鍪,mou,鍪,17,金,否
3867,某,mou,某,9,水,否
3868,母,mu,母,5,水,是
3869,毪,mu,毪,10,水,否
3870,亩,mu,畝,10,水,否
3871,牡,mu,牡,7,土,是
3872,姆,mu,姆,8,水,否
3873,拇,mu,拇,9,水,否
3874,木,mu,木,4,木,是
3875,仫,mu,仫,5,水,否
3876,目,mu,目,5,水,是
3877,沐,mu,沐,8,水,是
3878,牧,mu,牧,8,水,是
3879,苜,mu,苜,11,木,否
3880,钼,mu,鉬,13,金,否
3881,募,mu,募,13,木,是
3882,墓,mu,墓,14,木,是
3883,幕,mu,幙,14,木,是
3884,睦,mu,睦,13,火,是
3885,慕,mu,慕,15,水,是
3886,暮,mu,暮,15,水,是
3887,穆,mu,穆,16,金,是
3888,拿,na,拿,10,火,否
3889,镎,na,鎿,18,金,否
3890,哪,na,哪,9,火,否
3891,内,nei,内,4,火,否
3892,那,na、ne、nei,那,11,火,是
3893,纳,na,納,10,火,是
3894,肭,na,肭,10,火,否
3895,娜,na,娜,9,火,否
3896,衲,na,衲,10,火,否
3897,钠,na,鈉,12,金,否
3898,捺,na,捺,12,火,否
3899,乃,nai,廼,13,火,是
3900,奶,nai,嬭,5,火,否
3901,艿,nai、reng,艿,8,木,否
3902,氖,nai,氖,6,火,否
3903,奈,nai,奈,8,火,否
3904,柰,nai,柰,9,火,否
3905,耐,nai,耐,9,火,是
3906,萘,nai,萘,14,木,否
3907,鼐,nai,鼐,15,火,否
3908,囡,nan,囡,6,火,否
3909,男,nan,男,7,火,是
3910,南,nan、na,南,9,火,是
3911,难,nan,難,19,木,否
3912,喃,nan,喃,12,火,否
3913,楠,nan,柟,13,木,否
3914,赧,nan,赧,12,火,是
3915,腩,nan,腩,15,火,否
3916,蝻,nan,蝻,15,火,否
3917,囔,nang,囔,25,火,否
3918,囊,nang,囊,22,火,是
3919,馕,nang,饢,30,火,否
3920,曩,nang,曩,21,火,是
3921,攮,nang,攮,26,火,否
3922,孬,nao,孬,10,火,否
3923,呶,nao,呶,8,火,否
3924,挠,nao,撓,16,火,否
3925,猱,nao,獿,23,火,否
3926,蛲,nao,蟯,18,火,否
3927,垴,nao,堖,12,土,否
3928,恼,nao,恼,13,火,否
3929,脑,nao,腦,15,火,否
3930,瑙,nao,瑙,14,火,否
3931,闹,nao,鬧,15,火,否
3932,婥,nao、chuo,婥,11,火,否
3933,淖,nao、zhuo、chuo,淖,12,水,是
3934,讷,nei,訥,11,火,否
3935,呐,na、ne,呐,7,火,否
3936,呢,ni、ne,呢,8,木,否
3937,馁,nei,餒,15,火,否
3938,嫩,nen,嫩,14,火,否
3939,能,neng,能,10,火,是
3940,妮,ni、ne,妮,8,火,否
3941,尼,ni,尼,5,火,是
3942,坭,ni,坭,8,土,否
3943,怩,ni,怩,9,木,否
3944,泥,ni,泥,9,水,是
3945,倪,ni,倪,10,金,是
3946,铌,ni,鈮,13,金,否
3947,猊,ni,猊,12,木,否
3948,霓,ni,霓,16,水,是
3949,鲵,ni,鯢,19,木,否
3950,伲,ni,伲,7,木,否
3951,你,ni,妳,7,木,否
3952,拟,ni,儗,18,木,否
3953,旎,ni,旎,11,木,否
3954,昵,ni,暱,9,木,否
3955,逆,ni,逆,13,木,否
3956,匿,ni,匿,10,木,否
3957,溺,ni,溺,14,水,是
3958,睨,ni,睨,13,木,否
3959,腻,ni,膩,18,木,否
3960,拈,nian,拈,9,木,否
3961,年,nian,年,6,火,是
3962,鲇,nian,鮎,16,火,否
3963,黏,nian,黏,17,火,否
3964,捻,nian,捻,12,火,否
3965,辇,nian,輦,15,火,否
3966,撵,nian,攆,19,火,否
3967,碾,nian,碾,15,土,否
3968,廿,nian,廿,3,木,否
3969,念,nian,念,8,火,是
3970,埝,nian,埝,11,土,否
3971,娘,niang,孃,10,火,否
3972,酿,niang,釀,24,木,否
3973,鸟,niao,鳥,11,土,是
3974,茑,niao,蔦,17,木,否
3975,袅,niao,裊,13,土,否
3976,嬲,niao,嬲,15,土,否
3977,尿,niao,尿,7,水,否
3978,脲,niao,脲,13,水,否
3979,捏,nie,揑,11,金,否
3980,陧,nie,陧,14,金,否
3981,涅,nie,篞,11,水,是
3982,聂,nie,聶,18,金,是
3983,臬,nie,臬,10,木,否
3984,啮,nie,噛,18,金,否
3985,嗫,nie,囁,21,金,否
3986,镊,nie,鑷,26,金,否
3987,镍,nie,鎳,18,金,否
3988,颞,nie,顳,27,金,否
3989,蹑,nie,躡,25,金,否
3990,孽,nie,孼,22,木,否
3991,蘖,nie,櫱,23,木,是
3992,您,nin,您,11,火,否
3993,宁,ning、zhu,寧,14,火,是
3994,咛,ning,嚀,17,火,否
3995,拧,ning,擰,18,金,否
3996,狞,ning,獰,18,金,否
3997,柠,ning,檸,18,木,否
3998,聍,ning,聹,20,金,否
3999,凝,ning,凝,16,水,否
4000,佞,ning,佞,7,火,否
4001,泞,ning,濘,18,水,否
4002,甯,ning,甯,12,金,是
4003,妞,niu,妞,7,水,否
4004,牛,niu,牛,4,木,是
4005,忸,niu,忸,8,水,否
4006,扭,niu,扭,8,水,否
4007,狃,niu,狃,8,水,否
4008,纽,niu,紐,10,水,否
4009,杻,chou、niu,杻,8,木,否
4010,钮,niu,鈕,12,金,是
4011,农,nong,農,13,火,是
4012,侬,nong,儂,15,火,是
4013,哝,nong,噥,16,火,否
4014,浓,nong,濃,17,水,是
4015,脓,nong,膿,19,火,否
4016,弄,nong、long,弄,7,火,是
4017,耨,nou,槈,18,火,是
4018,奴,nu,奴,5,火,是
4019,孥,nu,孥,8,金,否
4020,驽,nu,駑,15,火,否
4021,努,nu,努,7,火,否
4022,弩,nu,弩,8,火,否
4023,胬,nu,胬,11,火,否
4024,怒,nu,怒,9,火,否
4025,女,nv、ru,女,3,火,是
4026,钕,nv,釹,11,金,否
4027,恧,nv,恧,10,火,否
4028,衄,nv,衂,10,火,否
4029,疟,nue,瘧,8,火,否
4030,虐,nue,虐,9,火,否
4031,暖,nuan,煖,13,火,否
4032,挪,nuo,挪,15,火,否
4033,傩,nuo,儺,12,火,否
4034,诺,nuo,諾,16,火,否
4035,喏,nuo,喏,14,火,否
4036,搦,nuo,搦,14,火,否
4037,锘,nuo,鍩,19,金,否
4038,懦,nuo,懦,18,火,否
4039,糯,nuo,穤,20,火,否
4040,噢,o,噢,15,火,否
4041,哦,o,哦,10,火,否
4042,讴,ou,謳,18,土,是
4043,欧,ou,甌,15,土,是
4044,殴,ou,毆,15,土,是
4045,瓯,ou,甌,16,土,否
4046,鸥,ou,鷗,22,土,否
4047,呕,ou,嘔,14,土,否
4048,偶,ou,偶,11,木,否
4049,耦,ou,耦,15,木,是
4050,藕,ou,藕,21,木,否
4051,怄,ou,慪,15,土,否
4052,沤,ou,漚,15,水,否
4053,趴,pa,趴,9,土,否
4054,啪,pa,啪,11,土,否
4055,葩,pa,葩,15,木,否
4056,杷,pa、ba,杷,8,木,是
4057,爬,pa,爬,8,土,是
4058,耙,pa、ba,耙,10,木,否
4059,琶,pa,琶,13,水,否
4060,筢,pa,筢,13,木,否
4061,帕,pa,帕,8,土,否
4062,怕,pa,怕,9,土,是
4063,拍,pai,拍,9,水,否
4064,俳,pai,俳,10,水,否
4065,徘,pai,徘,11,水,否
4066,排,pai,排,12,水,是
4067,牌,pai,牌,12,水,否
4068,箄,bi,箄,14,木,否
4069,哌,pai,哌,9,水,否
4070,派,pai,派,10,水,否
4071,湃,pai,湃,13,水,否
4072,蒎,pai,蒎,15,水,否
4073,潘,pan,潘,16,水,是
4074,攀,pan,攀,19,木,否
4075,爿,pan,爿,4,水,否
4076,柈,ban,柈,9,木,否
4077,盘,pan,盤,15,水,是
4078,磐,pan,磐,15,土,是
4079,蹒,pan,蹣,18,水,否
4080,蟠,pan,蟠,17,水,否
4081,坢,ban,坢,8,土,否
4082,判,pan,判,7,金,否
4083,泮,pan,泮,9,水,是
4084,叛,pan,叛,9,水,否
4085,盼,pan,盼,9,水,是
4086,畔,pan,畔,10,水,否
4087,袢,pan,袢,10,水,否
4088,襻,pan,襻,25,水,否
4089,乓,pang,乓,6,火,否
4090,滂,pang,滂,14,水,否
4091,庞,pang,龐,19,火,是
4092,逄,pang,逄,13,火,是
4093,旁,pang、bang,旁,10,水,是
4094,螃,pang,螃,16,水,否
4095,耪,pang,耪,16,水,否
4096,胖,pang,胖,11,水,否
4097,抛,pao,抛,8,水,否
4098,脬,pao,脬,11,水,否
4099,刨,bao,鉋,13,金,否
4100,咆,pao,咆,8,水,否
4101,庖,pao,庖,8,水,是
4102,狍,pao,狍,9,水,否
4103,炮,pao,炮,9,火,否
4104,袍,pao,袍,11,水,否
4105,匏,pao,匏,11,水,是
4106,跑,pao,跑,12,水,否
4107,泡,pao,泡,9,水,是
4108,疱,pao,皰,9,水,否
4109,呸,pei,呸,8,水,否
4110,胚,pei,肧,11,水,否
4111,醅,pei,醅,15,水,否
4112,陪,pei,陪,16,水,否
4113,培,pei,培,11,土,是
4114,赔,pei,賠,15,水,否
4115,锫,pei,錇,16,金,否
4116,裴,pei,裵,14,木,是
4117,沛,pei,沛,8,水,是
4118,佩,pei,珮,8,水,否
4119,帔,pei,帔,8,水,否
4120,旆,pei,旆,11,水,否
4121,珮,pei,珮,11,金,否
4122,配,pei,配,10,水,否
4123,辔,pei,轡,24,水,否
4124,霈,pei,霈,16,水,否
4125,喷,pen,噴,15,水,否
4126,盆,pen,盆,9,土,是
4127,湓,pen,湓,13,水,否
4128,怦,peng,怦,9,水,否
4129,抨,peng,抨,9,水,否
4130,砰,peng,砰,10,土,否
4131,烹,peng,烹,11,水,否
4132,嘭,peng,嘭,15,水,否
4133,芃,peng,芃,9,木,否
4134,朋,peng,朋,8,水,是
4135,堋,peng,堋,11,土,否
4136,彭,peng,彭,12,水,是
4137,棚,peng,棚,12,木,否
4138,搒,bang,搒,14,水,否
4139,硼,peng,硼,13,土,否
4140,蓬,peng,蓬,17,木,是
4141,鹏,peng,鵬,19,水,是
4142,澎,peng,澎,16,水,是
4143,篷,peng,篷,20,木,否
4144,膨,peng,膨,16,水,否
4145,蟛,peng,蟛,18,水,否
4146,捧,peng、feng,捧,12,水,是
4147,碰,peng,碰,14,土,否
4148,丕,pi,丕,5,水,是
4149,伾,pi,伾,7,水,是
4150,批,pi,批,8,水,否
4151,邳,pi,邳,12,水,是
4152,坯,pi,坯,8,土,否
4153,披,pi,披,9,水,否
4154,砒,pi,砒,9,土,否
4155,铍,pi,鈹,13,金,否
4156,劈,pi,劈,15,金,否
4157,霹,pi,霹,21,水,否
4158,皮,pi,皮,5,水,是
4159,芘,pi、bi,芘,10,木,否
4160,枇,pi,枇,8,木,否
4161,毗,pi,毗,9,水,是
4162,疲,pi,疲,10,水,否
4163,蚍,pi,蚍,10,水,否
4164,郫,pi,郫,15,水,是
4165,陴,pi,陴,15,水,否
4166,啤,pi,啤,11,水,否
4167,埤,pi,埤,11,土,否
4168,椑,bei,椑,12,木,否
4169,琵,pi,琵,13,水,否
4170,脾,pi,脾,14,水,否
4171,罴,pi,羆,14,水,否
4172,蜱,pi,蜱,14,水,否
4173,貔,pi,貔,17,水,否
4174,鼙,pi,鼙,21,水,否
4175,匹,pi,匹,4,水,是
4176,仳,pi,仳,6,水,否
4177,圮,pi,圮,6,土,否
4178,痞,pi,痞,12,水,否
4179,癖,pi,癖,18,水,否
4180,屁,pi,屁,7,水,否
4181,媲,pi、bi,媲,13,水,否
4182,睥,bi,睥,13,水,否
4183,僻,pi,僻,15,火,否
4184,譬,pi,譬,20,水,否
4185,片,pian,片,4,水,否
4186,偏,pian,偏,11,水,是
4187,犏,pian,犏,13,水,否
4188,篇,pian,篇,15,木,是
4189,翩,pian,翩,15,水,否
4190,骈,pian,駢,16,水,是
4191,胼,pian,胼,12,水,否
4192,蹁,pian,蹁,16,水,否
4193,谝,pian,諞,16,水,否
4194,骗,pian,騙,19,水,否
4195,剽,piao,勡,13,水,否
4196,漂,piao,漂,15,水,否
4197,缥,piao,縹,17,水,否
4198,飘,piao,飄,20,火,否
4199,螵,piao,螵,17,水,否
4200,瓢,piao,瓢,16,水,否
4201,殍,piao,殍,11,水,否
4202,瞟,piao,瞟,16,水,否
4203,票,piao,票,11,水,否
4204,嘌,piao,嘌,14,水,否
4205,嫖,piao,闝,14,水,否
4206,氕,pie,氕,5,水,否
4207,撇,pie,撇,16,水,否
4208,瞥,pie,瞥,16,水,否
4209,苤,pie,苤,11,木,否
4210,姘,pin,姘,9,水,否
4211,拼,pin,拼,10,水,否
4212,贫,pin,貧,11,水,否
4213,嫔,pin,嬪,17,水,否
4214,频,pin,頻,16,水,否
4215,颦,pin,顰,24,水,否
4216,品,pin,品,9,水,否
4217,榀,pin,榀,13,木,否
4218,牝,pin,牝,6,水,是
4219,娉,ping、pin,娉,10,水,否
4220,聘,pin,聘,13,水,否
4221,乒,ping,乒,6,水,否
4222,俜,ping,俜,10,水,否
4223,平,ping,平,5,水,是
4224,评,ping,評,12,水,否
4225,凭,ping,凴,16,金,否
4226,坪,ping,坪,8,土,否
4227,苹,ping,蘋,22,木,是
4228,屏,ping、bing,屏,9,水,否
4229,枰,ping,枰,9,木,否
4230,洴,bing,洴,10,水,是
4231,瓶,ping,缾,13,水,是
4232,萍,ping,萍,14,水,是
4233,鲆,ping,鮃,16,水,否
4234,钋,po,釙,10,金,否
4235,坡,po,坡,8,土,否
4236,泼,po,潑,9,水,否
4237,颇,po,頗,14,水,否
4238,婆,po,婆,11,水,否
4239,鄱,po,鄱,19,水,否
4240,皤,po,皤,17,水,否
4241,叵,po,叵,5,水,否
4242,钷,po,鉕,13,金,否
4243,笸,po,笸,11,木,否
4244,迫,po,迫,12,水,是
4245,珀,po,珀,10,水,否
4246,哱,bo,哱,10,水,否
4247,破,po,破,10,土,是
4248,粕,po,粕,11,水,否
4249,魄,po、bo,魄,15,水,否
4250,剖,pou,剖,10,金,否
4251,掊,pou,掊,12,金,否
4252,裒,pou,裒,12,金,否
4253,仆,pu,僕,14,水,是
4254,扑,pu,撲,16,水,否
4255,铺,pu,舖,15,金,否
4256,噗,pu,噗,15,水,否
4257,匍,pu,匍,9,水,否
4258,莆,pu,莆,13,木,否
4259,菩,pu,菩,14,木,否
4260,葡,pu、bei,葡,15,木,是
4261,蒲,pu,蒲,16,木,是
4262,璞,pu,璞,17,水,否
4263,濮,pu,濮,18,水,是
4264,镤,pu,鏷,20,金,否
4265,朴,pu、piao,朴,16,木,是
4266,圃,pu,圃,10,水,否
4267,埔,pu、bu,埔,10,土,是
4268,浦,pu,浦,11,水,是
4269,普,pu,普,12,水,是
4270,溥,pu,溥,14,水,是
4271,谱,pu,譜,19,水,否
4272,氆,pu,氆,16,水,否
4273,镨,pu,鐠,20,金,否
4274,蹼,pu,蹼,19,水,否
4275,瀑,pu,瀑,19,水,否
4276,曝,pu、bao,曝,19,火,否
4277,七,qi,七,7,金,是
4278,沏,qi,沏,8,水,否
4279,妻,qi,妻,8,金,否
4280,柒,qi,柒,9,水,否
4281,凄,qi,淒,10,水,否
4282,栖,qi、xi,棲,10,木,否
4283,桤,qi,榿,14,木,否
4284,戚,qi,戚,11,火,是
4285,萋,qi,萋,14,木,否
4286,期,qi,期,12,木,是
4287,欺,qi,欺,12,木,否
4288,嘁,qi,嘁,14,木,否
4289,槭,qi,槭,15,木,否
4290,漆,qi,漆,15,水,是
4291,蹊,xi,蹊,17,木,否
4292,亓,qi,亓,4,木,是
4293,祁,qi,祁,12,木,是
4294,齐,qi,齊,14,金,是
4295,圻,qi,圻,7,土,否
4296,岐,qi,岐,7,土,是
4297,芪,qi,芪,10,木,否
4298,其,qi,其,8,木,是
4299,奇,qi、ji,奇,8,木,是
4300,歧,qi,歧,8,木,是
4301,祈,qi,祈,9,木,是
4302,耆,qi,耆,10,木,是
4303,脐,qi,臍,20,木,否
4304,颀,qi,頎,13,木,否
4305,崎,qi,崎,11,土,否
4306,淇,qi,淇,12,水,是
4307,畦,qi,畦,11,土,否
4308,萁,qi,萁,14,木,否
4309,骐,qi,騏,18,木,否
4310,骑,qi,騎,18,木,否
4311,棋,qi,棋,12,木,是
4312,琦,qi,琦,13,木,否
4313,琪,qi,璂,13,木,否
4314,祺,qi,祺,13,木,否
4315,蛴,qi,蠐,20,木,否
4316,旗,qi,旗,14,木,是
4317,綦,qi,綥,14,木,是
4318,蜞,qi,蜞,14,水,否
4319,蕲,qi,蘄,22,木,是
4320,錡,yi,錡,16,金,是
4321,鳍,qi,鰭,21,水,否
4322,麒,qi,麒,19,木,否
4323,乞,qi,乞,3,木,是
4324,企,qi,企,6,木,否
4325,屺,qi,屺,6,土,否
4326,岂,qi,豈,10,木,是
4327,芑,qi,芑,9,木,否
4328,启,qi,啓,11,木,是
4329,杞,qi,杞,7,木,是
4330,起,qi,起,10,木,否
4331,绮,qi,綺,14,木,是
4332,綮,qing、qi,綮,14,金,否
4333,气,qi,氣,10,木,否
4334,讫,qi,訖,10,水,否
4335,汔,qi,汔,8,水,否
4336,迄,qi,迄,10,水,否
4337,弃,qi,棄,11,木,否
4338,汽,qi,汽,8,水,否
4339,泣,qi,泣,9,水,否
4340,契,qi、xie,契,9,木,是
4341,砌,qi、qie,砌,10,土,否
4342,荠,qi、ji,薺,20,木,否
4343,葺,qi,葺,14,木,否
4344,碛,qi,磧,16,土,否
4345,器,qi,器,16,木,否
4346,憩,qi,憇,15,水,否
4347,掐,qia,掐,12,木,否
4348,葜,qia,葜,15,木,否
4349,恰,qia,恰,9,木,否
4350,洽,qia、he,洽,10,水,是
4351,髂,qia,髂,19,木,否
4352,千,qian,千,3,金,是
4353,仟,qian,仟,5,金,否
4354,阡,qian,阡,11,金,否
4355,扦,qian,扦,7,木,否
4356,芊,qian,芊,9,木,否
4357,迁,qian,遷,19,金,是
4358,佥,qian,僉,13,木,否
4359,岍,qian,岍,7,土,否
4360,钎,qian,釺,11,金,否
4361,牵,qian,牽,11,土,是
4362,悭,qian,慳,15,木,否
4363,铅,qian,鉛,13,金,是
4364,谦,qian,謙,17,木,否
4365,愆,qian,愆,13,木,否
4366,签,qian,簽,19,木,否
4367,骞,qian,騫,20,木,是
4368,搴,qian,搴,14,木,否
4369,褰,qian,褰,16,木,否
4370,前,qian,前,9,金,否
4371,荨,qian,蕁,18,木,否
4372,钤,qian,鈐,12,金,否
4373,虔,qian,虔,10,木,是
4374,钱,qian,錢,16,金,是
4375,钳,qian,鉗,13,金,是
4376,乾,qian,乾,11,木,是
4377,掮,qian,掮,12,木,否
4378,箝,qian,箝,13,木,否
4379,潜,qian,潛,16,水,是
4380,黔,qian,黔,16,木,是
4381,浅,qian,淺,12,水,否
4382,肷,qian,肷,10,木,否
