序号,简体,拼音,繁体,笔画,五行,姓氏
2542,监,jian,監,14,土,是
2543,笺,jian,箋,14,木,否
2544,菅,jian,菅,14,木,否
2545,湔,jian,湔,13,水,否
2546,犍,qian、jian,犍,12,木,否
2547,缄,jian,缄,15,金,否
2548,搛,jian,搛,14,木,否
2549,煎,jian,煎,13,火,否
2550,缣,jian,縑,16,木,否
2551,蒹,jian,蒹,16,木,否
2552,鲣,jian,鰹,18,木,否
2553,鹣,jian,鶼,21,木,否
2554,鞯,jian,韉,17,木,否
2555,囝,jian,囝,6,木,否
2556,拣,jian,揀,13,木,否
2557,枧,jian,梘,11,木,否
2558,俭,jian,儉,15,木,否
2559,柬,jian,柬,9,火,否
2560,茧,jian,繭,21,木,否
2561,捡,jian,撿,17,木,否
2562,笕,jian,筧,13,木,否
2563,减,jian,减,13,木,是
2564,剪,jian,剪,11,金,是
2565,检,jian,撿,17,木,是
2566,趼,jian,趼,11,木,否
2567,睑,jian,瞼,18,木,否
2568,裥,jian,襇,18,木,否
2569,锏,jian,鐧,20,金,否
2570,简,jian,簡,18,木,是
2571,谫,jian,谫,18,木,否
2572,戬,jian,戩,14,木,否
2573,碱,jian,鹹,13,土,否
2574,翦,jian,翦,15,木,是
2575,謇,jian,謇,17,木,是
2576,蹇,jian,蹇,17,金,是
2577,见,jian,見,7,木,否
2578,件,jian,件,6,木,否
2579,建,jian,建,9,木,是
2580,饯,jian,餞,17,金,否
2581,剑,jian,劍,15,金,是
2582,牮,jian,牮,9,木,否
2583,荐,jian,荐,12,木,否
2584,贱,jian,賤,15,木,是
2585,健,jian,健,11,木,否
2586,涧,jian,澗,16,水,否
2587,舰,jian,艦,20,木,否
2588,渐,jian,漸,12,水,是
2589,谏,jian,諫,16,木,是
2590,楗,jian,楗,13,木,否
2591,毽,jian,毽,13,木,否
2592,溅,jian,濺,19,水,否
2593,腱,jian,腱,15,木,否
2594,践,jian,踐,15,火,否
2595,鉴,jian,鑒,22,金,否
2596,键,jian,鍵,17,金,否
2597,僭,jian,僭,14,木,否
2598,槛,jian,檻,18,木,否
2599,箭,jian,箭,15,木,否
2600,踺,jian,踺,16,木,否
2601,江,jiang,江,7,水,是
2602,姜,jiang,姜,9,木,是
2603,将,jiang,將,11,火,是
2604,茳,jiang,茳,13,水,否
2605,浆,jiang,漿,15,水,否
2606,豇,jiang,豇,10,木,否
2607,僵,jiang,殭,15,木,否
2608,彊,jiang,彊,16,木,是
2609,缰,jiang,繮,19,木,否
2610,礓,jiang,礓,18,土,否
2611,疆,jiang,畺,19,土,是
2612,讲,jiang,講,17,木,否
2613,奖,jiang,奨,14,火,否
2614,桨,jiang,槳,15,木,否
2615,蒋,jiang,蔣,17,木,是
2616,耩,jiang,耩,16,木,否
2617,匠,jiang,匠,6,火,是
2618,降,jiang、xiang,降,14,木,是
2619,绛,jiang,絳,12,火,是
2620,酱,jiang,醬,13,木,否
2621,犟,jiang,犟,16,木,否
2622,糨,jiang,糡,18,木,否
2623,艽,jiao,艽,8,木,否
2624,交,jiao,交,6,木,否
2625,郊,jiao,郊,13,木,是
2626,姣,jiao,姣,9,木,是
2627,娇,jiao,嬌,15,木,否
2628,浇,jiao,澆,16,水,否
2629,茭,jiao,茭,12,木,否
2630,骄,jiao,驕,22,木,否
2631,胶,jiao,膠,15,木,是
2632,椒,jiao,椒,12,木,是
2633,焦,jiao,焦,12,火,是
2634,蛟,jiao,蛟,12,木,否
2635,跤,jiao,跤,13,木,否
2636,僬,jiao,僬,14,木,否
2637,鲛,jiao,鮫,17,木,否
2638,蕉,jiao,蕉,18,木,是
2639,礁,jiao,礁,17,土,否
2640,鹪,jiao,鷦,23,木,否
2641,角,jiao、jue,角,7,木,是
2642,佼,jiao,佼,8,木,是
2643,侥,jiao,僥,14,木,否
2644,挢,jiao,撟,16,木,否
2645,狡,jiao,狡,10,木,否
2646,绞,jiao,絞,12,木,是
2647,饺,jiao,餃,14,木,否
2648,皎,jiao,皎,11,木,是
2649,矫,jiao,矯,17,木,是
2650,脚,jiao,脚,13,木,否
2651,铰,jiao,鉸,14,金,否
2652,搅,jiao,撹,24,木,否
2653,湫,qiu、jiao、jiu,湫,13,水,是
2654,剿,chao、jiao,勦,13,金,否
2655,敫,jiao,敫,13,木,是
2656,徼,jiao,徼,16,木,否
2657,缴,jiao,繳,19,木,否
2658,叫,jiao,叫,5,木,否
2659,峤,jiao,嶠,15,土,否
2660,轿,jiao,轎,19,木,否
2661,较,jiao,較,13,水,否
2662,教,jiao,教,11,木,否
2663,窖,jiao,窖,12,木,否
2664,酵,jiao,酵,14,木,否
2665,噍,jiao,噍,15,木,否
2666,醮,jiao,醮,19,木,否
2667,阶,jie,階,17,木,否
2668,疖,jie,癤,7,木,否
2669,皆,jie,皆,9,木,否
2670,接,jie,接,12,火,是
2671,秸,jie,稭,11,木,否
2672,喈,jie,喈,12,木,否
2673,嗟,jue、jie,嗟,12,火,否
2674,揭,jie,揭,13,木,是
2675,街,jie,街,12,木,否
2676,孑,jie,孑,3,木,否
2677,节,jie,節,15,金,是
2678,讦,jie,訐,10,木,否
2679,劫,jie,刼,7,木,是
2680,杰,jie,傑,12,木,否
2681,诘,ji、jie,詰,13,木,否
2682,拮,jie,拮,10,木,否
2683,洁,jie,潔,16,水,否
2684,结,jie,結,12,木,是
2685,桀,jie,桀,10,木,是
2686,婕,jie,婕,11,木,否
2687,捷,jie,捷,13,金,是
2688,颉,jie,頡,15,木,是
2689,睫,jie,睫,13,木,否
2690,截,jie,巀,14,木,否
2691,碣,jie,碣,14,土,是
2692,竭,jie,竭,14,木,否
2693,鲒,jie,鮚,17,木,否
2694,羯,jie,羯,15,木,否
2695,她,ta,她,6,火,是
2696,姐,jie,姐,8,火,是
2697,解,jie、xie,解,13,木,是
2698,介,jie,介,4,木,是
2699,戒,jie,戒,7,水,否
2700,芥,jie,芥,10,木,否
2701,届,jie,届,8,木,否
2702,界,jie,界,9,木,是
2703,疥,jie,疥,9,木,否
2704,诫,jie,誡,14,木,否
2705,借,jie,借,10,金,是
2706,蚧,jie,蚧,9,木,否
2707,骱,jie,骱,14,木,否
2708,藉,jie、ji,藉,20,木,否
2709,巾,jin,巾,3,木,否
2710,今,jin,今,4,木,否
2711,斤,jin,斤,4,木,是
2712,金,jin,金,8,金,是
2713,津,jin,津,10,水,是
2714,矜,jin、guan,矜,9,木,否
2715,衿,jin,衿,10,木,否
2716,琎,jin,璡,17,火,否
2717,筋,jin,筋,12,木,否
2718,襟,jin,襟,19,木,否
2719,仅,jin,僅,13,木,否
2720,卺,jin,卺,8,木,否
2721,紧,jin,緊,14,木,否
2722,堇,jin,堇,11,木,否
2723,谨,jin,謹,18,木,是
2724,锦,jin,錦,16,金,否
2725,廑,jin、qin,廑,14,木,否
2726,馑,jin,饉,19,木,否
2727,槿,jin,槿,15,木,否
2728,瑾,jin,瑾,16,火,否
2729,尽,jin,儘,14,火,否
2730,劲,jin,勁,9,木,否
2731,妗,jin,妗,7,木,否
2732,近,jin,近,11,木,是
2733,进,jin,進,15,火,否
2734,荩,jin,藎,12,木,否
2735,晋,jin,晉,10,火,是
2736,浸,jin,浸,11,水,否
2737,烬,jin,燼,18,火,否
2738,赆,jin,贐,21,木,否
2739,缙,jin,縉,16,木,是
2740,禁,jin,禁,13,木,否
2741,靳,jin,靳,13,木,是
2742,觐,jin,覲,18,木,否
2743,噤,jin,噤,16,木,否
2744,京,jing,京,8,木,是
2745,泾,jing,涇,11,水,是
2746,经,jing,經,13,木,是
2747,茎,jing,莖,13,木,否
2748,荆,jing,荆,12,水,是
2749,惊,jing,驚,23,木,否
2750,旌,jing,旌,11,金,是
2751,菁,jing,菁,14,木,否
2752,晶,jing,晶,12,火,否
2753,腈,jing,腈,14,木,否
2754,睛,jing,睛,13,木,否
2755,粳,jing,稉,13,水,否
2756,兢,jing,兢,14,木,否
2757,精,jing,精,14,金,否
2758,鲸,jing,鯨,19,木,否
2759,井,jing,井,4,火,是
2760,阱,jing,宑,12,木,否
2761,刭,jing,剄,9,金,否
2762,肼,jing,肼,10,木,否
2763,颈,jing、geng,頸,16,木,否
2764,景,jing,景,12,木,是
2765,儆,jing,儆,15,木,否
2766,憬,jing,憬,16,木,否
2767,警,jing,警,20,木,否
2768,净,jing,凈,8,金,否
2769,弪,jing,弳,10,木,否
2770,径,jing,逕,10,木,否
2771,俓,jing,俓,9,金,否
2772,胫,jing,脛,13,木,否
2773,痉,jing,痙,12,木,否
2774,竞,jing,競,20,木,否
2775,婧,jing,婧,11,木,否
2776,竟,jing,竟,11,木,是
2777,敬,jing,敬,13,木,是
2778,靓,liang、jing,靚,15,金,???
2779,靖,jing,靖,13,金,是
2780,境,jing,境,14,土,否
2781,獍,jing,獍,15,木,否
2782,静,jing,静,16,金,是
2783,镜,jing,鏡,19,金,否
2784,扃,jiong,扃,9,木,否
2785,迥,jiong,逈,13,木,否
2786,炯,jiong,烱,9,火,否
2787,窘,jiong,窘,12,木,否
2788,纠,jiu,糾,8,木,是
2789,究,jiu,究,7,木,否
2790,鸠,jiu,鳩,13,水,是
2791,赳,jiu,赳,8,木,否
2792,阄,jiu,鬮,15,木,否
2793,啾,jiu,啾,12,木,否
2794,揪,jiu,揫,13,木,否
2795,樛,jiu,樛,15,木,否
2796,鬏,jiu,鬏,19,木,否
2797,九,jiu,九,9,木,是
2798,久,jiu,久,3,木,否
2799,灸,jiu,灸,7,火,否
2800,玖,jiu,玖,8,木,否
2801,韭,jiu,韮,9,木,否
2802,酒,jiu,酒,10,水,是
2803,旧,jiu,舊,18,木,是
2804,臼,jiu,臼,6,木,是
2805,咎,jiu、gao,咎,8,火,是
2806,疚,jiu,疚,8,木,否
2807,柩,jiu,柩,10,木,否
2808,桕,jiu,桕,10,木,否
2809,厩,jiu,廄,12,木,是
2810,救,jiu,捄,11,木,否
2811,就,jiu,就,12,火,是
2812,舅,jiu,舅,13,木,是
2813,僦,jiu,僦,14,木,否
2814,鹫,jiu,鷲,23,木,否
2815,居,jv,居,8,木,是
2816,拘,jv,拘,9,木,否
2817,狙,jv,狙,9,木,否
2818,苴,jv,苴,11,木,是
2819,驹,jv,駒,15,木,是
2820,疽,jv,疽,10,木,否
2821,掬,jv,掬,12,木,否
2822,椐,jv,椐,12,木,否
2823,琚,jv,琚,13,木,否
2824,趄,jv,趄,11,木,否
2825,锔,jv,鋦,15,金,否
2826,裾,jv,裾,14,木,否
2827,雎,jv,雎,13,木,是
2828,鞠,jv,鞠,17,木,是
2829,鞫,jv,鞫,17,木,否
2830,局,jv,局,7,木,否
2831,桔,jv、jie,桔,10,木,否
2832,菊,jv,菊,14,木,否
2833,橘,jv,橘,16,木,否
2834,咀,jv,咀,8,木,否
2835,沮,jv,沮,9,水,是
2836,举,jv,舉,16,木,是
2837,矩,jv,榘,14,木,是
2838,莒,ju,莒,12,木,是
2839,榉,jv,櫸,13,木,否
2840,龃,jv,齟,20,木,否
2841,踽,jv,踽,16,木,否
2842,句,jv、gou,句,5,木,是
2843,巨,jv,巨,5,木,是
2844,讵,jv,詎,12,木,否
2845,姖,ju,姖,7,木,是
2846,拒,jv,拒,9,木,是
2847,苣,jv,苣,11,木,否
2848,具,jv,具,8,木,否
2849,炬,jv,炬,9,水,否
2850,钜,jv,鋸,13,金,是
2851,俱,jv,俱,10,木,是
2852,倨,jv,倨,10,木,否
2853,剧,jv,劇,15,金,是
2854,惧,jv,懼,22,木,否
2855,据,jv,據,17,木,否
2856,距,jv,距,12,木,否
2857,犋,jv,犋,12,木,否
2858,飓,jv,颶,17,木,否
2859,锯,jv,鋸,16,金,否
2860,窭,jv,窶,16,木,否
2861,聚,jv,聚,14,金,是
2862,屦,jv,屨,18,木,否
2863,踞,jv,踞,15,木,否
2864,遽,jv,遽,20,木,否
2865,瞿,jv,瞿,18,木,是
2866,醵,jv,醵,20,木,否
2867,娟,juan,娟,10,木,否
2868,捐,juan,捐,11,木,否
2869,涓,juan,涓,11,水,是
2870,鹃,juan,鵑,18,木,否
2871,镌,juan,鐫,21,金,否
2872,蠲,juan,蠲,23,木,否
2873,卷,juan、quan,卷,8,木,是
2874,锩,juan,錈,16,金,否
2875,倦,juan,勌,10,木,否
2876,桊,juan,桊,10,木,否
2877,狷,juan,獧,11,火,否
2878,绢,juan,絹,13,木,否
2879,隽,juan,隽,10,木,否
2880,眷,juan,睠,11,木,是
2881,鄄,juan,鄄,16,木,是
2882,噘,jue,噘,15,火,否
2883,撅,jue,撅,16,火,否
2884,孓,jue,孓,3,火,否
2885,决,jue,决,6,火,否
2886,诀,jue,訣,11,火,否
2887,抉,jue,抉,8,火,否
2888,玦,jue,玦,9,火,否
2889,珏,jue,玨,10,火,否
2890,绝,jue,絶,12,金,否
2891,觉,jue、jiao,覺,20,木,否
2892,倔,jue,倔,10,火,否
2893,崛,jue,崛,11,土,否
2894,掘,jue,掘,12,木,否
2895,桷,jue,桷,11,木,否
2896,觖,jue,觖,11,火,否
2897,厥,jue,厥,12,火,是
2898,劂,jue,劂,14,金,否
2899,谲,jue,譎,19,火,否
2900,獗,jue,獗,16,火,否
2901,蕨,jue,蕨,18,木,否
2902,噱,xue、jue,噱,16,水,否
2903,橛,jue,橜,16,木,否
2904,爵,jue,爵,17,火,是
2905,镢,jue,鐝,20,金,否
2906,蹶,jue、gui,蹷,19,火,是
2907,嚼,jue、jiao,嚼,20,火,否
2908,矍,jue,矍,20,火,是
2909,鐍,jue,鐍,20,金,否
2910,爝,jue,爝,21,火,否
2911,攫,jue,攫,24,火,否
2912,军,jun,軍,9,木,是
2913,君,jun,君,7,木,是
2914,均,jun,均,7,土,是
2915,钧,jun,鈞,12,金,是
2916,皲,jun,皸,14,木,否
2917,菌,jun,菌,14,木,否
2918,筠,jun,筠,13,木,否
2919,麇,jun,麕,16,木,是
2920,俊,jun,儁,9,火,是
2921,郡,jun,郡,14,木,是
2922,峻,jun,峻,10,金,否
2923,捃,jun,捃,11,木,否
2924,浚,jun,濬,11,水,是
2925,骏,jun,駿,17,金,是
2926,珺,jun,珺,12,木,否
2927,竣,jun,竣,12,金,否
2928,咔,ka,咔,8,木,否
2929,咖,ka,咖,8,木,否
2930,喀,ka,喀,12,木,否
2931,卡,ka,卡,5,木,是
2932,佧,ka,佧,7,木,否
2933,胩,ka,胩,11,木,否
2934,开,kai,開,12,木,是
2935,揩,kai,揩,13,木,否
2936,锎,kai,鐦,20,金,否
2937,凯,kai,凱,12,木,是
2938,剀,kai,剴,12,金,否
2939,垲,kai,塏,13,土,否
2940,恺,kai,愷,14,火,是
2941,铠,kai,鎧,18,金,否
2942,慨,kai,慨,13,木,否
2943,蒈,kai,蒈,15,木,否
2944,楷,kai、jie,楷,13,木,是
2945,锴,kai,鍇,17,金,否
2946,忾,kai,愾,14,木,否
2947,刊,kan,刊,5,金,否
2948,勘,kan,勘,11,金,否
2949,龛,kan,龕,22,火,否
2950,堪,kan,堪,12,土,是
2951,戡,kan,戡,13,木,否
2952,坎,kan,坎,7,土,是
2953,侃,kan,侃,8,金,否
2954,砍,kan,砍,9,土,否
2955,莰,kan,莰,13,木,否
2956,看,kan,看,9,木,否
2957,阚,kan,闞,20,木,是
2958,瞰,kan,瞰,16,木,否
2959,康,kang,康,11,木,是
2960,慷,kang,忼,15,木,否
2961,糠,kang,穅,17,木,否
2962,鱇,kang,鱇,22,木,否
2963,扛,kang、gang,摃,7,木,否
2964,亢,kang,亢,4,木,是
2965,伉,kang,伉,6,木,否
2966,囥,kang,囥,7,木,否
2967,抗,kang,抗,8,木,是
2968,闶,kang,閌,12,木,否
2969,炕,kang,炕,8,火,否
2970,钪,kang,鈧,12,木,否
2971,尻,kao,尻,5,金,否
2972,考,kao,考,6,木,否
2973,拷,kao,拷,10,木,否
2974,栲,kao,栲,10,木,否
2975,烤,kao,烤,10,火,否
2976,铐,kao,銬,14,金,否
2977,犒,kao,犒,14,木,否
2978,靠,kao,靠,15,木,否
2979,坷,ke,坷,8,土,否
2980,苛,ke,苛,11,木,否
2981,柯,ke,柯,9,木,是
2982,珂,ke,珂,10,木,否
2983,科,ke,科,9,木,否
2984,轲,ke,軻,12,木,是
2985,疴,ke,疴,10,木,否
2986,钶,ke,鈳,13,金,否
2987,棵,ke,棵,12,木,否
2988,颏,ke,頦,15,木,否
2989,稞,ke,稞,13,木,否
2990,窠,ke,窠,13,木,否
2991,颗,ke,顆,17,木,否
2992,瞌,ke,瞌,15,木,否
2993,磕,ke,磕,15,土,否
2994,蝌,ke,蝌,15,木,否
2995,髁,ke,髁,17,木,否
2996,壳,ke,殻,7,木,否
2997,咳,ke,咳,9,木,否
2998,可,ke,可,5,木,是
2999,岢,ke,岢,8,土,是
3000,渴,ke,渴,13,水,是
3001,克,ke,剋,7,木,是
3002,刻,ke,刻,8,金,否
3003,客,ke,客,9,木,是
3004,恪,ke,愙,10,木,是
3005,课,ke,課,15,木,否
3006,氪,ke,氪,11,木,否
3007,骒,ke,騍,18,木,否
3008,缂,ke,緙,15,木,否
3009,嗑,ke,嗑,13,木,否
3010,溘,ke,溘,14,水,否
3011,锞,ke,錁,15,金,否
3012,肯,ken,肎,8,木,否
3013,垦,ken,墾,16,土,否
3014,恳,ken,懇,17,木,否
3015,啃,ken,齦,11,木,否
3016,裉,ken,褃,14,木,否
3017,吭,keng,吭,12,火,否
3018,坑,keng,坑,7,土,否
3019,铿,keng,鏗,19,金,否
3020,空,kong,空,8,木,是
3021,倥,kong,倥,10,木,否
3022,崆,kong,崆,11,土,否
3023,箜,kong,箜,14,木,否
3024,孔,kong,孔,4,木,是
3025,恐,kong,恐,10,木,否
3026,控,kong,控,12,木,否
3027,抠,kou,摳,15,木,否
3028,芤,kou,芤,10,木,否
3029,眍,kou,瞘,16,木,否
3030,口,kou,口,3,木,是
3031,叩,kou,敂,5,木,否
3032,扣,kou,扣,7,木,否
3033,寇,kou,寇,11,木,是
3034,筘,kou,窛,13,木,否
3035,蔻,kou,蔻,17,木,否
3036,刳,ku,刳,15,金,否
3037,枯,ku,枯,9,金,否
3038,哭,ku,哭,10,木,否
3039,堀,ku,堀,11,土,否
3040,窟,ku,窟,13,木,是
3041,骷,ku,骷,14,木,否
3042,苦,ku,苦,11,木,是
3043,库,ku,庫,10,木,是
3044,绔,ku,絝,19,木,否
3045,喾,ku,嚳,20,木,否
3046,裤,ku,褲,16,木,否
3047,酷,ku,酷,14,木,否
3048,夸,kua,夸,13,木,是
3049,侉,kua,咵,15,木,否
3050,垮,kua,垮,16,土,否
3051,挎,kua,挎,17,木,否
3052,胯,kua,胯,19,木,否
3053,跨,kua,跨,20,木,否
3054,蒯,kuai,蒯,13,木,是
3055,块,kuai,塊,13,土,否
3056,快,kuai,快,8,木,否
3057,侩,kuai,儈,15,木,是
3058,郐,kuai,鄶,20,木,是
3059,哙,kuai,噲,16,木,是
3060,狯,kuai,獪,17,木,否
3061,脍,kuai,膾,19,木,否
3062,筷,kuai,筷,14,木,否
3063,宽,kuan,寬,15,木,是
3064,髋,kuan,髖,25,木,否
3065,款,kuan,欵,15,木,是
3066,匡,kuang,匡,6,木,是
3067,诓,kuang,誆,13,木,否
3068,哐,kuang,哐,9,木,否
3069,筐,kuang,筐,12,木,是
3070,狂,kuang,狂,8,木,是
3071,诳,kuang,誑,15,木,否
3072,夼,kuang,夼,6,木,否
3073,邝,kuang,鄺,22,木,是
3074,圹,kuang,壙,17,土,否
3075,纩,kuang,纊,20,木,否
3076,况,kuang,況,7,水,是
3077,旷,kuang,曠,19,木,是
3078,矿,kuang,礦,20,土,否
3079,贶,kuang,貺,12,木,是
3080,框,kuang,框,10,木,否
3081,眶,kuang,眶,11,木,否
3082,亏,kui,虧,17,木,否
3083,岿,kui,巋,20,土,否
3084,悝,kui,悝,11,木,是
3085,盔,kui,盔,11,木,否
3086,窥,kui,窺,16,木,否
3087,奎,kui,奎,9,土,否
3088,逵,kui,逵,14,土,否
3089,馗,kui,馗,11,金,否
3090,喹,kui,喹,12,土,否
3091,揆,kui,揆,13,木,否
3092,葵,kui,葵,15,木,是
3093,暌,kui,暌,13,木,否
3094,魁,kui,魁,14,木,是
3095,睽,kui,睽,14,木,否
3096,蝰,kui,蝰,15,土,否
3097,夔,kui,夔,21,木,是
3098,傀,kui,傀,12,木,是
3099,跬,kui,跬,13,土,否
3100,匮,kui,匱,14,木,是
3101,喟,kui,喟,12,木,否
3102,愦,kui,憒,16,木,否
3103,愧,kui,愧,14,木,否
3104,溃,kui,潰,16,水,否
3105,蒉,kui,蕢,18,木,是
3106,馈,kui,饋,20,木,否
3107,篑,kui,簣,18,木,否
3108,聩,kui,聵,18,木,否
3109,坤,kun,堃,8,土,否
3110,昆,kun,昆,8,火,是
3111,焜,kun,焜,12,火,否
3112,琨,kun,琨,13,木,否
3113,锟,kun,錕,16,金,是
3114,髡,kun,髨,13,木,否
3115,醌,kun,醌,15,木,否
3116,鲲,kun,鯤,19,木,否
3117,悃,kun,悃,11,木,否
3118,捆,kun,綑,11,木,否
3119,阃,kun,閫,15,木,否
3120,壸,kun,壼,14,土,否
3121,梱,kun,梱,11,木,否
3122,困,kun,困,7,木,否
3123,扩,kuo,擴,19,木,否
3124,括,kuo,括,10,木,否
3125,栝,gua、kuo,栝,10,木,否
3126,蛞,kuo,蛞,12,木,否
3127,阔,kuo,闊,17,水,否
3128,廓,kuo,廓,13,木,是
3129,垃,la,垃,8,土,否
3130,拉,la,拉,9,火,否
3131,啦,la,啦,12,火,否
3132,邋,la,邋,22,火,否
3133,旯,la,旯,6,火,否
3134,砬,la,磖,10,土,否
3135,喇,la,喇,12,火,是
3136,剌,la,剌,8,火,否
3137,腊,la,臘,21,火,是
3138,瘌,la,瘌,14,火,否
3139,蜡,la,蠟,21,火,否
3140,辣,la,辢,14,火,否
3141,来,lai,來,8,火,是
3142,崃,lai,崍,11,土,否
3143,徕,lai,徠,11,火,否
3144,涞,lai,淶,12,水,是
3145,莱,lai,萊,14,木,是
3146,铼,lai,錸,16,金,否
3147,赉,lai,賚,15,火,否
3148,睐,lai,睞,13,火,否
3149,赖,lai,賴,16,火,是
3150,濑,lai,瀨,20,水,否
3151,癞,lai,癩,21,火,否
3152,籁,lai,籟,22,木,否
3153,兰,lan,蘭,23,木,是
3154,岚,lan,嵐,12,土,是
3155,拦,lan,攔,18,木,否
3156,栏,lan,欄,17,木,否
3157,婪,lan,惏,11,木,否
3158,阑,lan,闌,17,火,是
3159,蓝,lan,藍,20,木,是
3160,谰,lan,讕,24,火,否
3161,澜,lan,瀾,21,水,否
3162,褴,lan,襤,16,火,否
3163,斓,lan,斕,21,火,否
3164,篮,lan,籃,20,木,是
3165,镧,lan,鑭,25,金,否
3166,览,lan,覽,21,火,否
3167,揽,lan,攬,25,火,否
3168,缆,lan,纜,27,火,否
3169,榄,lan,欖,25,木,否
3170,漤,lan,漤,15,水,否
3171,罱,lan,罱,14,火,否
3172,懒,lan,懶,20,火,否
3173,烂,lan,爛,21,火,否
3174,滥,lan,濫,14,水,否
3175,啷,lang,啷,13,火,否
3176,郎,lang,郎,14,火,是
3177,狼,lang,狼,11,火,是
3178,莨,liang、lang,莨,13,木,否
3179,廊,lang,廊,13,火,否
3180,琅,lang,瑯,12,火,是
3181,榔,lang,榔,14,木,否
3182,稂,lang,稂,12,火,是
3183,锒,lang,鋃,15,金,否
3184,螂,lang,蜋,16,火,否
3185,朗,lang,朗,10,火,否
3186,阆,lang,閬,15,火,是
3187,浪,lang,浪,11,水,是
3188,蒗,lang,蒗,17,水,否
3189,捞,lao,撈,16,火,否
3190,劳,lao,勞,12,火,是
3191,牢,lao,牢,7,火,是
3192,唠,lao,嘮,15,火,否
3193,崂,lao,嶗,15,土,否
3194,痨,lao,癆,17,火,否
3195,铹,lao,鐒,20,金,否
3196,醪,lao,醪,18,火,否
3197,老,lao,老,6,火,是
3198,佬,lao,佬,8,火,否
3199,姥,mu、lao,姥,9,水,否
3200,栳,lao,栳,10,木,否
3201,铑,lao,銠,14,金,否
3202,潦,lao、liao,潦,16,水,否
3203,涝,lao,澇,16,水,是
3204,烙,lao,烙,10,火,否
3205,耢,lao,耮,18,火,否
3206,酪,lao,酪,13,火,否
3207,嫪,lao,嫪,14,火,是
3208,仂,le,仂,4,火,否
3209,乐,le、yue,樂,15,火,是
3210,叻,le,叻,5,火,否
3211,泐,le,泐,8,水,否
3212,勒,le、lei,勒,11,火,是
3213,雷,lei,靁,13,水,是
3214,嫘,lei,嫘,14,火,是
3215,缧,lei,縲,17,火,否
3216,檑,lei,檑,17,木,否
3217,镭,lei,鐳,21,金,否
3218,羸,lei,羸,19,火,否
3219,耒,lei,耒,6,火,否
3220,诔,lei,誄,13,火,否
3221,垒,lei,壘,18,土,是
3222,傫,lei,儽,13,火,是
3223,磊,lei,磊,15,土,否
3224,蕾,lei,蕾,19,木,否
3225,儡,lei,儡,17,火,否
3226,肋,lei,肋,8,火,否
3227,泪,lei,涙,9,水,否
3228,类,lei,類,19,火,是
3229,累,lei,纍,21,火,是
3230,酹,lei,酹,14,火,否
3231,擂,lei,礧,16,火,否
3232,嘞,lei,嘞,14,火,否
3233,塄,leng,塄,12,土,否
3234,棱,leng,棱,12,木,否
3235,楞,leng,楞,13,木,否
3236,冷,leng,冷,7,水,是
3237,愣,leng,愣,13,火,否
3238,厘,li,釐,9,火,否
3239,梨,li,棃,11,火,否
3240,狸,li,狸,11,火,是
3241,离,li,離,19,火,否
3242,莉,li,莉,13,木,否
3243,骊,li,驪,29,火,是
3244,犁,li,犂,12,火,否
3245,喱,li,喱,12,火,否
3246,鹂,li,鸝,30,火,否
3247,漓,li,灕,22,水,否
3248,缡,li,縭,16,火,否
3249,蓠,li,蘺,24,木,否
3250,蜊,li,蜊,13,火,否
3251,嫠,li,嫠,14,火,否
3252,璃,li,琍,16,火,否
3253,鲡,li,鱺,30,火,否
3254,黎,li,黎,15,火,是
3255,篱,li,籬,24,木,否
3256,罹,li,罹,16,火,否
3257,藜,li,藜,21,木,否
3258,釐,li,釐,18,火,是
3259,黧,li,黧,20,火,否
3260,蠡,li,蠡,21,土,否
3261,礼,li,禮,18,火,是
3262,李,li,李,7,火,是
3263,里,li,裏,13,火,是
3264,俚,li,俚,9,火,否
3265,哩,li,哩,10,火,否
3266,娌,li,娌,10,火,否
3267,逦,li,邐,26,火,否
3268,理,li,理,12,火,是
3269,锂,li,鋰,15,金,否
3270,鲤,li,鯉,18,火,否
3271,澧,li,澧,17,水,是
3272,醴,li,醴,20,火,否
3273,鳢,li,鱧,24,火,否
3274,力,li,力,2,火,是
3275,历,li,歷,16,火,是
3276,厉,li,厲,15,火,是
3277,立,li,立,5,火,是
3278,吏,li,吏,6,金,否
3279,丽,li,麗,19,火,是
3280,利,li,利,7,火,是
3281,励,li,勵,17,火,是
3282,呖,li,嚦,19,火,否
3283,坜,li,壢,19,土,否
3284,沥,li,瀝,20,水,否
3285,苈,li,藶,22,木,否
3286,例,li,例,8,火,否
3287,戾,li,戾,8,火,是
3288,枥,li,櫪,19,木,否
3289,疠,li,癘,20,火,否
3290,隶,li,隸,17,火,是
3291,俐,li,俐,9,火,否
3292,俪,li,儷,21,火,否
3293,栎,li,櫟,19,木,是
3294,疬,li,癧,21,火,否
3295,荔,li,荔,12,木,是
3296,轹,li,轢,28,火,否
3297,郦,li,酈,26,火,是
3298,栗,li,栗,10,木,是
3299,猁,li,猁,11,火,否
3300,砺,li,礪,21,土,否
3301,砾,li,礫,20,土,否
3302,莅,li,涖,13,木,否
3303,唳,li,唳,11,火,否
3304,笠,li,笠,11,木,否
3305,粒,li,粒,11,火,否
3306,粝,li,糲,22,火,否
3307,蛎,li,蠣,23,火,否
3308,傈,li,傈,12,火,否
3309,痢,li,痢,12,火,否
3310,詈,li,詈,12,火,否
